Name,Notes,Status
"<hr>
  <p>
  本メールはSmartHRをご利用いただいているお客さまに配信しています。
  <br>
  配信専用アドレスのため、ご返信いただいても回答できません。
  <br>  
  ご不明な点がございましたら、チャットサポートをご利用ください。
  <br> 
   <a href=""https://support.smarthr.jp/ja/help/articles/360044805593/"">SmartHRサポートポリシー</a>
 </p>
  <p>
  株式会社SmartHR　<a href=""https://smarthr.jp/"">https://smarthr.jp/</a>
  </p>",メールフッター,
